schema,query,actual_output,generated_sql_query,is_match
"CREATE TABLE Addresses (address_id INT, line_1 TEXT, line_2 TEXT, line_3 TEXT, city TEXT, zip_postcode TEXT, state_province_county TEXT, country TEXT, other_address_details TEXT);
CREATE TABLE Courses (course_id INT, course_name TEXT, course_description TEXT, other_details TEXT);
CREATE TABLE Departments (department_id INT, department_name TEXT, department_description TEXT, other_details TEXT);
CREATE TABLE Degree_Programs (degree_program_id INT, department_id INT, degree_summary_name TEXT, degree_summary_description TEXT, other_details TEXT);
CREATE TABLE Sections (section_id INT, course_id INT, section_name TEXT, section_description TEXT, other_details TEXT);
CREATE TABLE Semesters (semester_id INT, semester_name TEXT, semester_description TEXT, other_details TEXT);
CREATE TABLE Students (student_id INT, current_address_id INT, permanent_address_id INT, first_name TEXT, middle_name TEXT, last_name TEXT, cell_mobile_number TEXT, email_address TEXT, ssn TEXT, date_first_registered TEXT, date_left TEXT, other_student_details TEXT);
CREATE TABLE Student_Enrolment (student_enrolment_id INT, degree_program_id INT, semester_id INT, student_id INT, other_details TEXT);
CREATE TABLE Student_Enrolment_Courses (student_course_id INT, course_id INT, student_enrolment_id INT);
CREATE TABLE Transcripts (transcript_id INT, transcript_date TEXT, other_details TEXT);
CREATE TABLE Transcript_Contents (student_course_id INT, transcript_id INT);
",What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582';,"SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id  =  T2.address_id WHERE T2.country  =  ""Haiti"" OR T1.cell_mobile_number  =  ""09700166582"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",List the title of all cartoons in alphabetical order.,SELECT Title FROM Cartoon ORDER BY title;,SELECT Title FROM Cartoon ORDER BY Title;,True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the titles of the cartoons sorted alphabetically?,SELECT Title FROM Cartoon ORDER BY title;,SELECT Title FROM Cartoon ORDER BY Title;,True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","List all cartoon directed by ""Ben Jones"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";","SELECT * FROM Cartoon WHERE Directed_by  =  ""Ben Jones"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the names of all cartoons directed by Ben Jones?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"";","SELECT Title FROM Cartoon WHERE Directed_by  =  ""Ben Jones"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","How many cartoons were written by ""Joseph Kuhr""?","SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";","SELECT count(*) FROM Cartoon WHERE Written_by  =  ""Joseph Kuhr"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the number of cartoones written by Joseph Kuhr?,"SELECT count(*) FROM Cartoon WHERE Written_by = ""Joseph Kuhr"";","SELECT count(*) FROM Cartoon WHERE Written_by  =  ""Joseph Kuhr"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",list all cartoon titles and their directors ordered by their air date,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date;","SELECT Title,  Directed_by FROM Cartoon ORDER BY Original_air_date;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the name and directors of all the cartoons that are ordered by air date?,"SELECT title ,  Directed_by FROM Cartoon ORDER BY Original_air_date;","SELECT title,  directed_by FROM cartoon ORDER BY original_air_date;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","List the title of all cartoon directed by ""Ben Jones"" or ""Brandon Vietti"".","SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";","SELECT Title FROM Cartoon WHERE Directed_by  =  ""Ben Jones"" OR Directed_by  =  ""Brandon Vietti"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,"SELECT Title FROM Cartoon WHERE Directed_by = ""Ben Jones"" OR Directed_by = ""Brandon Vietti"";","SELECT Title FROM Cartoon WHERE Directed_by  =  ""Ben Jones"" OR Directed_by  =  ""Brandon Vietti"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",Which country has the most of TV Channels? List the country and number of TV Channels it has.,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT country,  count(*) FROM tv_channel GROUP BY country ORDER BY count(*) DESC LIMIT 1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the country with the most number of TV Channels and how many does it have?,"SELECT Country ,  count(*) FROM TV_Channel GROUP BY Country ORDER BY count(*) DESC LIMIT 1;","SELECT country,  count(*) FROM tv_channel GROUP BY country ORDER BY count(*) DESC LIMIT 1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",List the number of different series names and contents in the TV Channel table.,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT count(DISTINCT series_name),  count(DISTINCT content) FROM TV_Channel;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",How many different series and contents are listed in the TV Channel table?,"SELECT count(DISTINCT series_name) ,  count(DISTINCT content) FROM TV_Channel;","SELECT count(DISTINCT series_name),  count(DISTINCT content) FROM tv_channel;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the content of TV Channel with serial name ""Sky Radio""?","SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";","SELECT content FROM tv_channel WHERE series_name  =  ""Sky Radio"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is the content of the series Sky Radio?,"SELECT Content FROM TV_Channel WHERE series_name = ""Sky Radio"";","SELECT content FROM tv_channel WHERE series_name  =  ""Sky Radio"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the Package Option of TV Channel with serial name ""Sky Radio""?","SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";","SELECT Package_Option FROM TV_Channel WHERE series_name  =  ""Sky Radio"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the Package Options of the TV Channels whose series names are Sky Radio?,"SELECT Package_Option FROM TV_Channel WHERE series_name = ""Sky Radio"";","SELECT Package_Option FROM TV_Channel WHERE series_name  =  ""Sky Radio"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",How many TV Channel using language English?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";","SELECT count(*) FROM TV_Channel WHERE Language  =  ""English"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",How many TV Channels use the English language?,"SELECT count(*) FROM TV_Channel WHERE LANGUAGE = ""English"";","SELECT count(*) FROM TV_Channel WHERE Language  =  ""English"";",True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",List the language used least number of TV Channel. List language and number of TV Channel.,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT Language,  count(*) FROM TV_Channel GROUP BY Language ORDER BY count(Language) LIMIT 1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are the languages used by the least number of TV Channels and how many channels use it?,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE ORDER BY count(*) ASC LIMIT 1;","SELECT Language,  count(*) FROM TV_Channel GROUP BY Language ORDER BY count(*) ASC LIMIT 1;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",List each language and the number of TV Channels using it.,"SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE;","SELECT Language,  count(*) FROM TV_Channel GROUP BY Language;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","For each language, list the number of TV Channels that use it.","SELECT LANGUAGE ,  count(*) FROM TV_Channel GROUP BY LANGUAGE;","SELECT Language,  count(*) FROM TV_Channel GROUP BY Language;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the TV Channel that shows the cartoon ""The Rise of the Blue Beetle!""? List the TV Channel's series name.","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Title  =  ""The Rise of the Blue Beetle!"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the series name of the TV Channel that shows the cartoon ""The Rise of the Blue Beetle""?","SELECT T1.series_name FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T2.Title = ""The Rise of the Blue Beetle!"";","SELECT T2.series_name FROM Cartoon AS T1 JOIN TV_Channel AS T2 ON T1.Channel  =  T2.id WHERE T1.Title  =  ""The Rise of the Blue Beetle"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.Channel  =  T2.Channel WHERE T1.series_name  =  ""Sky Radio"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
","What is the title of all the cartools that are on the TV Channel with the series name ""Sky Radio""?","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.id = T2.Channel WHERE T1.series_name = ""Sky Radio"";","SELECT T2.Title FROM TV_Channel AS T1 JOIN Cartoon AS T2 ON T1.Channel  =  T2.Channel WHERE T1.series_name  =  ""Sky Radio"";",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",List the Episode of all TV series sorted by rating.,SELECT Episode FROM TV_series ORDER BY rating;,SELECT Episode FROM TV_series ORDER BY Rating;,True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are all of the episodes ordered by ratings?,SELECT Episode FROM TV_series ORDER BY rating;,SELECT Episode FROM TV_series ORDER BY Rating;,True
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",List top 3 highest Rating  TV series. List the TV series's Episode and Rating.,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT Episode,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What are 3 most highly rated episodes in the TV series table and what were those ratings?,"SELECT Episode ,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;","SELECT Episode,  Rating FROM TV_series ORDER BY Rating DESC LIMIT 3;",False
"CREATE TABLE TV_Channel (id TEXT, series_name TEXT, Country TEXT, Language TEXT, Content TEXT, Pixel_aspect_ratio_PAR TEXT, Hight_definition_TV TEXT, Pay_per_view_PPV TEXT, Package_Option TEXT);
CREATE TABLE TV_series (id INT, Episode TEXT, Air_Date TEXT, Rating TEXT, Share INT, 18_49_Rating_Share TEXT, Viewers_m TEXT, Weekly_Rank INT, Channel TEXT);
CREATE TABLE Cartoon (id INT, Title TEXT, Directed_by TEXT, Written_by TEXT, Original_air_date TEXT, Production_code INT, Channel TEXT);
",What is minimum and maximum share of TV series?,"SELECT max(SHARE) , min(SHARE) FROM TV_series;","SELECT min(Share),  max(Share) FROM TV_series;",False
